name	taxonomy_id	taxonomy_lvl	ERR2270938.bracken.report_num	ERR2270938.bracken.report_frac	ERR2270939.bracken.report_num	ERR2270939.bracken.report_frac	ERR2270940.bracken.report_num	ERR2270940.bracken.report_frac	ERR2270941.bracken.report_num	ERR2270941.bracken.report_frac	ERR2270960.bracken.report_num	ERR2270960.bracken.report_frac	ERR2270961.bracken.report_num	ERR2270961.bracken.report_frac	ERR2270962.bracken.report_num	ERR2270962.bracken.report_frac	ERR2271042.bracken.report_num	ERR2271042.bracken.report_frac	ERR2271043.bracken.report_num	ERR2271043.bracken.report_frac	ERR2271236.bracken.report_num	ERR2271236.bracken.report_frac	ERR2271237.bracken.report_num	ERR2271237.bracken.report_frac
Planococcus versutus	1302659	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Planococcus sp. MB-3u-03	2058136	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Ureibacillus thermophilus	367743	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Viridibacillus sp. JNUCC-6	2779527	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	1	0.00007
Brochothrix thermosphacta	2756	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Alicyclobacillus sp. SO9	2665646	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Kyrpidia spormannii	2055160	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Kroppenstedtia eburnea	714067	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Lactococcus allomyrinae	2419773	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Lactobacillus taiwanensis	508451	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Pediococcus pentosaceus	1255	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Leuconostoc lactis	1246	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Secundilactobacillus paracollinoides	240427	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Lapidilactobacillus dextrinicus	51664	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Enterococcus thailandicus	417368	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Vagococcus xieshaowenii	2562451	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Selenomonas sp. oral taxon 126	712528	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Sporomusa termitida	2377	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Faecalibaculum rodentium	1702221	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
endosymbiont 'TC1' of Trimyema compressum	243899	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Slackia heliotrinireducens	84110	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Mycolicibacterium mucogenicum	56689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycolicibacterium fallax	1793	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycolicibacterium arabiense	1286181	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycolicibacterium rhodesiae	36814	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycobacterium ostraviense	2738409	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycobacterium cookii	1775	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Mycobacteroides chelonae	1774	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Nocardia asteroides	1824	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Nocardia yunnanensis	2382165	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Corynebacterium ammoniagenes	1697	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Corynebacterium kefirresidentii	1979527	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Corynebacterium sp. sy039	2599641	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Gordonia sp. PDNC005	2811424	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Microbacterium lushaniae	2614639	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Microbacterium oleivorans	273677	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Agromyces aureus	453304	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Arthrobacter sp. YN	2020486	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	1	0.00007
Arthrobacter sp. PM3	2017685	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Rothia terrae	396015	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Paraoerskovia marina	545619	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Ornithinimicrobium ciconiae	2594265	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Ruania sp. LR1S40	2897774	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Georgenia wutianyii	2585135	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptomyces sp. YPW6	2840373	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptomyces sp. W1SF4	2305220	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptomyces sp. NEAU-S7GS2	2202000	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptomyces sp. XC 2026	2782004	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Streptomyces harbinensis	1176198	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Streptomyces violaceusniger	68280	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Streptomyces gardneri	66892	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Kitasatospora setae	2066	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Actinomyces sp. Chiba101	1851395	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Actinomyces sp. MAS-1	2755559	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Actinoplanes sp. OR16	946334	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Micromonospora coxensis	356852	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Natronosporangium hydrolyticum	2811111	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Propionibacterium acidifaciens	556499	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Nocardioides dokdonensis	450734	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Frankia sp. QA3	710111	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Synechococcus sp. A15-62	1050657	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Synechococcus sp. A15-127	1050624	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Synechococcus sp. PCC 6312	195253	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Synechococcus sp. PROS-9-1	1968775	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Synechococcus sp. PROS-U-1	1400866	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Parasynechococcus marenigrum	2881428	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Nostoc edaphicum	264686	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Scytonema sp. HK-05	1137095	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Candidatus Atelocyanobacterium thalassa	713887	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	1	0.00007	0	0.00000
Rippkaea orientalis	2546366	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mycoplasma sp. 1654_15	2725994	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00030	0	0.00000	0	0.00000
Mycoplasmopsis edwardii	53558	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Spiroplasma taiwanense	2145	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Spiroplasma kunkelii	47834	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mesoplasma chauliocola	216427	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mesoplasma tabanidae	219745	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Malacoplasma iowae	2116	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Candidatus Izimaplasma sp. HR1	1541959	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Phototrophicus methaneseepsis	2710758	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Tannerella serpentiformis	712710	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Prevotella sp. E13-17	2913616	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Prevotella sp. Rep29	2691580	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	1	0.00007
Maribellus comscasis	2681766	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00030	0	0.00000	1	0.00007
Flavobacterium columnare	996	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Flavobacterium sangjuense	2518177	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Polaribacter sp. SA4-10	754397	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Nonlabens sp. MB-3u-79	2058134	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Maribacter hydrothermalis	1836467	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Capnocytophaga leadbetteri	327575	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Mesoflavibacter sp. SCSIO 43206	2779362	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	1	0.00007
Lutibacter sp. A80	2918453	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Lacinutrix sp. 5H-3-7-4	983544	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Formosa sp. Hel3_A1_48	1336795	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Chryseobacterium sp. T16E-39	2015076	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	2	0.00014	0	0.00000
Chryseobacterium sp. MEBOG06	2879938	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Kaistella carnis	1241979	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Ornithobacterium rhinotracheale	28251	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	1	0.00007
Cloacibacterium caeni	2004710	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Elizabethkingia sp. 2-6	2575699	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Fluviicola taffensis	191579	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	2	0.00013
Hymenobacter sp. NBH84	2596915	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Hymenobacter sp. 5116S-27	2932249	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Spirosoma aerolatum	1211326	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Spirosoma sp. KCTC 42546	2520506	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Sphingobacterium daejeonense	371142	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Sphingobacterium sp. SRCM116780	2907623	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Chitinophaga sp. KRA15-503	2829818	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	2	0.00013
Chitinophaga pinensis	79329	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Paraflavitalea soli	2315862	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Rhodothermus marinus	29549	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methylacidimicrobium sp. B4	2796139	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Ereboglobus luteus	1796921	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Coraliomargarita akajimensis	395922	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methylacidiphilum kamchatkense	431057	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	1	0.00007	0	0.00000
Bremerella volcania	2527984	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Poriferisphaera corsica	2528020	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Waddlia chondrophila	71667	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Chlamydia suis	83559	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Candidatus Velamenicoccus archaeovorus	1930593	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Borrelia parkeri	141	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Spirochaeta thermophila	154	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Sphaerochaeta coccoides	273376	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Aminomonas paucivorans	81412	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Thermanaerovibrio velox	108007	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Fusobacterium gastrosuis	1755100	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Edaphobacter sp. 4G125	2763071	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Aquifex aeolicus	63363	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Deferribacter desulfuricans	197162	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Thermodesulfobacterium sp. TA1	2234087	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Desulfurispirillum indicum	936456	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Leptospirillum sp. Group II 'CF-1'	1660083	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Fusarium graminearum	5518	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Colletotrichum higginsianum	80884	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	1	0.00007	0	0.00000
Aspergillus luchuensis	1069201	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Saccharomycodes ludwigii	36035	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methanosarcina siciliae	38027	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00020	0	0.00000	0	0.00000
Methanosalsum zhilinae	39669	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methanocorpusculum labreanum	83984	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methanospirillum sp. J.3.6.1-F.2.7.3	2834276	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Halorubrum ezzemoulense	337243	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
Methanobrevibacter smithii	2173	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00010	0	0.00000	0	0.00000
