ERR2270938_all	ERR2270939_all	ERR2270940_all	ERR2270941_all	ERR2270960_all	ERR2270961_all	ERR2270962_all	ERR2271042_all	ERR2271043_all	ERR2271236_all	ERR2271237_all	lvl_type	name
0	0	0	0	0	0	1	0	0	0	0	G	Telmatocola
0	0	0	0	0	0	1	0	0	0	0	S	Telmatocola sphagniphila
0	0	0	1	0	0	1	0	0	2	0	O	Isosphaerales
0	0	0	1	0	0	1	0	0	2	0	F	Isosphaeraceae
0	0	0	1	0	0	1	0	0	1	0	G	Singulisphaera
0	0	0	1	0	0	1	0	0	1	0	S	Singulisphaera acidiphila
0	0	0	1	0	0	1	0	0	1	0	S1	Singulisphaera acidiphila DSM 18658
0	0	0	0	0	0	0	0	0	1	0	G	Aquisphaera
0	0	0	0	0	0	0	0	0	1	0	S	Aquisphaera giovannonii
2	0	0	0	1	0	0	1	2	1	0	C	Phycisphaerae
2	0	0	0	0	0	0	1	1	0	0	O	Sedimentisphaerales
2	0	0	0	0	0	0	1	1	0	0	F	Sedimentisphaeraceae
2	0	0	0	0	0	0	1	1	0	0	G	Sedimentisphaera
1	0	0	0	0	0	0	1	0	0	0	S	Sedimentisphaera salicampi
1	0	0	0	0	0	0	0	1	0	0	S	Sedimentisphaera cyanobacteriorum
0	0	0	0	1	0	0	0	1	1	0	O	Phycisphaerales
0	0	0	0	1	0	0	0	1	1	0	F	Phycisphaeraceae
0	0	0	0	0	0	0	0	1	1	0	G	Poriferisphaera
0	0	0	0	0	0	0	0	1	1	0	S	Poriferisphaera corsica
0	0	0	0	1	0	0	0	0	0	0	G	Phycisphaera
0	0	0	0	1	0	0	0	0	0	0	S	Phycisphaera mikurensis
0	0	0	0	1	0	0	0	0	0	0	S1	Phycisphaera mikurensis NBRC 102666
0	0	0	0	0	0	0	0	0	1	0	C	Candidatus Uabimicrobiia
0	0	0	0	0	0	0	0	0	1	0	O	Candidatus Uabimicrobiales
0	0	0	0	0	0	0	0	0	1	0	F	Candidatus Uabimicrobiaceae
0	0	0	0	0	0	0	0	0	1	0	G	Candidatus Uabimicrobium
0	0	0	0	0	0	0	0	0	1	0	S	Candidatus Uabimicrobium amorphum
2	0	1	0	0	1	0	0	3	0	1	P	Chlamydiae
2	0	1	0	0	1	0	0	3	0	1	C	Chlamydiia
2	0	1	0	0	1	0	0	2	0	0	O	Parachlamydiales
1	0	1	0	0	1	0	0	1	0	0	F	Parachlamydiaceae
1	0	1	0	0	0	0	0	1	0	0	G	Candidatus Protochlamydia
1	0	1	0	0	0	0	0	1	0	0	S	Candidatus Protochlamydia amoebophila
1	0	1	0	0	0	0	0	1	0	0	S1	Candidatus Protochlamydia amoebophila UWE25
0	0	0	0	0	1	0	0	0	0	0	G	Parachlamydia
0	0	0	0	0	1	0	0	0	0	0	S	Parachlamydia acanthamoebae
0	0	0	0	0	1	0	0	0	0	0	S1	Parachlamydia acanthamoebae UV-7
0	0	0	0	0	0	0	0	1	0	0	F	Waddliaceae
0	0	0	0	0	0	0	0	1	0	0	G	Waddlia
0	0	0	0	0	0	0	0	1	0	0	S	Waddlia chondrophila
0	0	0	0	0	0	0	0	1	0	0	S1	Waddlia chondrophila WSU 86-1044
1	0	0	0	0	0	0	0	0	0	0	F	Rhabdochlamydiaceae
1	0	0	0	0	0	0	0	0	0	0	G	Candidatus Rhabdochlamydia
1	0	0	0	0	0	0	0	0	0	0	S	Candidatus Rhabdochlamydia oedothoracis
0	0	0	0	0	0	0	0	1	0	1	O	Chlamydiales
0	0	0	0	0	0	0	0	1	0	1	F	Chlamydiaceae
0	0	0	0	0	0	0	0	1	0	1	F1	Chlamydia/Chlamydophila group
0	0	0	0	0	0	0	0	1	0	1	G	Chlamydia
0	0	0	0	0	0	0	0	0	0	1	S	Chlamydia avium
0	0	0	0	0	0	0	0	0	0	1	S1	Chlamydia avium 10DC88
0	0	0	0	0	0	0	0	1	0	0	S	Chlamydia suis
0	1	0	0	0	0	0	0	0	1	1	P	Kiritimatiellaeota
0	1	0	0	0	0	0	0	0	0	1	C	Tichowtungiia
0	1	0	0	0	0	0	0	0	0	1	O	Tichowtungiales
0	1	0	0	0	0	0	0	0	0	1	F	Tichowtungiaceae
0	1	0	0	0	0	0	0	0	0	1	G	Tichowtungia
0	1	0	0	0	0	0	0	0	0	1	S	Tichowtungia aerotolerans
0	0	0	0	0	0	0	0	0	1	0	C	Kiritimatiellae
0	0	0	0	0	0	0	0	0	1	0	O	Kiritimatiellales
0	0	0	0	0	0	0	0	0	1	0	F	Kiritimatiellaceae
0	0	0	0	0	0	0	0	0	1	0	G	Kiritimatiella
0	0	0	0	0	0	0	0	0	1	0	S	Kiritimatiella glycovorans
0	0	0	0	0	0	0	0	1	0	0	P	Candidatus Omnitrophica
0	0	0	0	0	0	0	0	1	0	0	G	Candidatus Velamenicoccus
0	0	0	0	0	0	0	0	1	0	0	S	Candidatus Velamenicoccus archaeovorus
13	4	46	3	31	23	8	1	9	9	9	P	Fusobacteria
13	4	46	3	31	23	8	1	9	9	9	C	Fusobacteriia
13	4	46	3	31	23	8	1	9	9	9	O	Fusobacteriales
12	2	42	2	17	17	3	1	7	4	5	F	Fusobacteriaceae
12	1	41	2	15	15	3	1	7	3	5	G	Fusobacterium
6	0	40	1	2	2	1	0	3	0	0	S	Fusobacterium nucleatum
1	0	33	1	2	1	1	0	1	0	0	S1	Fusobacterium nucleatum subsp. animalis
0	0	4	0	0	0	0	0	0	0	0	S2	Fusobacterium nucleatum subsp. animalis 21_1A
0	0	3	0	0	0	0	0	0	0	0	S2	Fusobacterium nucleatum subsp. animalis 4_8
0	0	3	0	0	0	0	0	0	0	0	S2	Fusobacterium nucleatum subsp. animalis 7_1
1	0	1	0	0	0	0	0	0	0	0	S1	Fusobacterium nucleatum subsp. polymorphum
2	0	0	0	0	0	0	0	0	0	0	S1	Fusobacterium nucleatum subsp. vincentii
1	0	0	0	0	0	0	0	0	0	0	S1	Fusobacterium nucleatum subsp. nucleatum
0	0	0	0	11	1	1	0	0	0	0	S	Fusobacterium necrophorum
0	0	0	0	3	0	0	0	0	0	0	S1	Fusobacterium necrophorum subsp. funduliforme
1	0	0	0	0	1	0	1	2	0	1	S	Fusobacterium ulcerans
1	0	0	0	0	0	0	0	2	0	0	S1	Fusobacterium ulcerans ATCC 49185
0	0	0	0	0	2	0	0	0	1	1	S	Fusobacterium mortiferum
0	0	0	0	0	2	0	0	0	1	1	S1	Fusobacterium mortiferum ATCC 9817
1	1	0	0	1	0	0	0	0	1	0	S	Fusobacterium pseudoperiodonticum
0	0	0	0	0	3	0	0	0	0	0	S	Fusobacterium varium
0	0	0	0	1	0	1	0	0	0	0	S	Fusobacterium hwasookii
0	0	0	0	0	0	0	0	0	1	0	G1	unclassified Fusobacterium
0	0	0	0	0	0	0	0	0	1	0	S	Fusobacterium sp. NSJ-57
0	0	0	0	0	0	0	0	1	0	0	S	Fusobacterium gastrosuis
0	0	0	0	0	1	0	0	0	0	0	S	Fusobacterium canifelinum
0	1	0	0	1	2	0	0	0	0	0	G	Cetobacterium
0	1	0	0	1	2	0	0	0	0	0	S	Cetobacterium somerae
0	0	1	0	1	0	0	0	0	1	0	G	Ilyobacter
0	0	1	0	1	0	0	0	0	1	0	S	Ilyobacter polytropus
0	0	1	0	1	0	0	0	0	1	0	S1	Ilyobacter polytropus DSM 2926
1	2	4	1	14	6	4	0	2	4	4	F	Leptotrichiaceae
1	1	3	1	13	3	3	0	1	2	3	G	Leptotrichia
0	0	2	0	3	2	1	0	0	1	0	S	Leptotrichia wadei
1	1	1	0	0	1	0	0	1	0	1	G1	unclassified Leptotrichia
0	0	0	0	0	1	0	0	1	0	0	S	Leptotrichia sp. oral taxon 218
0	1	0	0	0	0	0	0	0	0	1	S	Leptotrichia sp. oral taxon 498
0	0	1	0	0	0	0	0	0	0	0	S	Leptotrichia sp. oral taxon 221
1	0	0	0	0	0	0	0	0	0	0	S	Leptotrichia sp. oral taxon 212
0	0	0	0	2	0	2	0	0	0	0	S	Leptotrichia buccalis
0	0	0	0	2	0	2	0	0	0	0	S1	Leptotrichia buccalis C-1013-b
0	0	0	0	4	0	0	0	0	0	0	S	Leptotrichia trevisanii
0	0	0	0	2	0	0	0	0	1	0	S	Leptotrichia hongkongensis
0	0	0	0	0	0	0	0	0	0	1	S	Leptotrichia hofstadii
0	1	0	0	0	2	1	0	0	1	0	G	Sebaldella
0	1	0	0	0	2	1	0	0	1	0	S	Sebaldella termitidis
0	1	0	0	0	2	1	0	0	1	0	S1	Sebaldella termitidis ATCC 33386
0	0	0	0	1	1	0	0	1	0	0	G	Sneathia
0	0	0	0	1	1	0	0	1	0	0	S	Sneathia vaginalis
0	0	0	0	0	0	0	0	0	1	1	G	Pseudoleptotrichia
0	0	0	0	0	0	0	0	0	1	1	S	Pseudoleptotrichia goodfellowii
0	0	1	0	0	0	0	0	0	0	0	G	Streptobacillus
0	0	1	0	0	0	0	0	0	0	0	S	Streptobacillus moniliformis
19	4	10	4	7	8	1	9	16	24	10	P	Spirochaetes
19	4	10	4	7	8	1	9	16	24	10	C	Spirochaetia
16	3	9	3	6	3	0	8	15	22	7	O	Spirochaetales
9	0	6	2	5	0	0	8	9	19	5	F	Treponemataceae
9	0	6	2	5	0	0	8	9	19	5	G	Treponema
2	0	1	0	0	0	0	1	2	5	0	S	Treponema ruminis
0	0	1	1	1	0	0	1	3	0	1	S	Treponema peruense
0	0	0	0	2	0	0	1	0	2	1	S	Treponema pedis
0	0	0	0	0	0	0	0	0	1	0	S1	Treponema pedis str. T A4
0	0	1	1	0	0	0	1	2	0	1	S	Treponema parvum
1	0	0	0	0	0	0	1	0	3	1	S	Treponema brennaborense
1	0	0	0	0	0	0	1	0	3	1	S1	Treponema brennaborense DSM 12168
0	0	0	0	0	0	0	0	0	4	0	S	Treponema medium
0	0	0	0	0	0	0	2	0	2	0	S	Treponema phagedenis
1	0	0	0	1	0	0	0	2	0	0	S	Treponema denticola
0	0	1	0	0	0	0	0	0	2	0	G1	unclassified Treponema
0	0	0	0	0	0	0	0	0	2	0	S	Treponema sp. OMZ 838
0	0	1	0	0	0	0	0	0	0	0	S	Treponema sp. Marseille-Q4132
2	0	1	0	0	0	0	0	0	0	0	S	Treponema azotonutricium
2	0	1	0	0	0	0	0	0	0	0	S1	Treponema azotonutricium ZAS-9
0	0	1	0	0	0	0	1	0	0	0	S	Treponema vincentii
1	0	0	0	0	0	0	0	0	0	1	S	Treponema succinifaciens
1	0	0	0	0	0	0	0	0	0	1	S1	Treponema succinifaciens DSM 2489
0	0	0	0	1	0	0	0	0	0	0	S	Treponema putidum
1	0	0	0	0	0	0	0	0	0	0	S	Treponema primitia
1	0	0	0	0	0	0	0	0	0	0	S1	Treponema primitia ZAS-2
4	0	1	0	1	3	0	0	4	1	1	F	Borreliaceae
2	0	0	0	1	2	0	0	4	1	0	G	Borrelia
1	0	0	0	0	1	0	0	2	0	0	G1	unclassified Borrelia
0	0	0	0	0	1	0	0	2	0	0	S	Borrelia sp. A-FGy1
1	0	0	0	0	0	0	0	0	0	0	S	Borrelia sp. BU AG58
0	0	0	0	0	0	0	0	1	0	0	S	Borrelia parkeri
0	0	0	0	0	0	0	0	1	0	0	S1	Borrelia parkeri HR1
0	0	0	0	0	1	0	0	0	0	0	S	Borrelia anserina
0	0	0	0	1	0	0	0	0	0	0	S	Borrelia puertoricensis
1	0	0	0	0	0	0	0	0	0	0	S	Borrelia crocidurae
1	0	0	0	0	0	0	0	0	0	0	S1	Borrelia crocidurae str. Achema
2	0	1	0	0	1	0	0	0	0	1	G	Borreliella
0	0	0	0	0	0	0	0	0	0	1	S	Borreliella valaisiana
0	0	0	0	0	1	0	0	0	0	0	S	Borreliella burgdorferi
0	0	1	0	0	0	0	0	0	0	0	S	Borreliella finlandensis
1	0	0	0	0	0	0	0	0	0	0	S	Borreliella mayonii
1	0	0	0	0	0	0	0	0	0	0	S	Borreliella garinii
1	0	0	0	0	0	0	0	0	0	0	S1	Borreliella garinii subsp. bavariensis
1	0	0	0	0	0	0	0	0	0	0	S2	Borrelia garinii subsp. bavariensis PBi
2	2	1	1	0	0	0	0	1	1	0	F	Sphaerochaetaceae
2	2	1	1	0	0	0	0	1	1	0	G	Sphaerochaeta
1	1	1	1	0	0	0	0	0	1	0	S	Sphaerochaeta globosa
1	1	1	1	0	0	0	0	0	1	0	S1	Sphaerochaeta globosa str. Buddy
1	1	0	0	0	0	0	0	0	0	0	S	Sphaerochaeta pleomorpha
1	1	0	0	0	0	0	0	0	0	0	S1	Sphaerochaeta pleomorpha str. Grapes
0	0	0	0	0	0	0	0	1	0	0	S	Sphaerochaeta coccoides
0	0	0	0	0	0	0	0	1	0	0	S1	Sphaerochaeta coccoides DSM 17374
1	1	1	0	0	0	0	0	1	0	0	F	Spirochaetaceae
1	1	1	0	0	0	0	0	0	0	0	G	Oceanispirochaeta
1	1	1	0	0	0	0	0	0	0	0	S	Oceanispirochaeta crateris
0	0	0	0	0	0	0	0	1	0	0	G	Spirochaeta
0	0	0	0	0	0	0	0	1	0	0	S	Spirochaeta thermophila
0	0	0	0	0	0	0	0	0	1	0	O1	Spirochaetales incertae sedis
0	0	0	0	0	0	0	0	0	1	0	G	Breznakiella
0	0	0	0	0	0	0	0	0	1	0	S	Breznakiella homolactica
2	0	1	0	1	4	0	0	1	2	2	O	Brachyspirales
2	0	1	0	1	4	0	0	1	2	2	F	Brachyspiraceae
2	0	1	0	1	4	0	0	1	2	2	G	Brachyspira
1	0	0	0	1	3	0	0	0	0	1	S	Brachyspira hyodysenteriae
0	0	0	0	1	0	0	0	0	0	0	S1	Brachyspira hyodysenteriae WA1
0	0	1	0	0	1	0	0	1	0	0	S	Brachyspira intermedia
0	0	1	0	0	1	0	0	1	0	0	S1	Brachyspira intermedia PWS/A
1	0	0	0	0	0	0	0	0	1	1	S	Brachyspira hampsonii
0	0	0	0	0	0	0	0	0	1	0	S	Brachyspira murdochii
0	0	0	0	0	0	0	0	0	1	0	S1	Brachyspira murdochii DSM 12563
1	1	0	1	0	1	1	1	0	0	1	O	Leptospirales
1	1	0	1	0	1	1	1	0	0	1	F	Leptospiraceae
1	1	0	1	0	1	0	1	0	0	1	G	Leptospira
0	1	0	0	0	0	0	1	0	0	0	S	Leptospira weilii
0	0	0	0	0	0	0	0	0	0	1	S	Leptospira noguchii
0	0	0	0	0	1	0	0	0	0	0	S	Leptospira borgpetersenii
0	0	0	1	0	0	0	0	0	0	0	S	Leptospira santarosai
0	0	0	0	0	0	1	0	0	0	0	G	Turneriella
0	0	0	0	0	0	1	0	0	0	0	S	Turneriella parva
0	0	0	0	0	0	1	0	0	0	0	S1	Turneriella parva DSM 21527
5	0	2	1	4	15	2	2	1	11	0	D1	Bacteria incertae sedis
5	0	2	1	4	15	2	2	1	11	0	D2	Bacteria candidate phyla
4	0	2	1	4	15	2	2	1	11	0	P	Candidatus Saccharibacteria
4	0	2	1	4	15	2	2	1	11	0	C	Candidatus Saccharimonia
4	0	2	1	4	15	2	2	1	11	0	O	Candidatus Nanosynbacterales
4	0	2	1	4	15	2	2	1	11	0	F	Candidatus Nanosynbacteraceae
4	0	2	1	4	15	2	2	1	11	0	G	Candidatus Nanosynbacter
2	0	2	1	4	14	2	1	1	9	0	G1	unclassified Nanosynbacter
2	0	2	1	4	14	2	1	1	9	0	S	Nanosynbacter sp. HMT-352
0	0	0	0	0	1	0	0	0	1	0	G1	unclassified Candidatus Nanosynbacter
0	0	0	0	0	1	0	0	0	1	0	S	Candidatus Nanosynbacter sp. HMT352
0	0	0	0	0	0	0	1	0	0	0	S	Candidatus Nanosynbacter lyticus
1	0	0	0	0	0	0	0	0	0	0	S	Candidatus Nanosynbacter featherlites
1	0	0	0	0	0	0	0	0	0	0	D3	Candidatus Dependentiae
1	0	0	0	0	0	0	0	0	0	0	C	Candidatus Babeliae
1	0	0	0	0	0	0	0	0	0	0	O	Candidatus Babeliales
1	0	0	0	0	0	0	0	0	0	0	F	Candidatus Babeliaceae
1	0	0	0	0	0	0	0	0	0	0	G	Candidatus Babela
1	0	0	0	0	0	0	0	0	0	0	S	Candidatus Babela massiliensis
6	2	2	1	3	1	1	0	7	3	1	P	Thermotogae
6	2	2	1	3	1	1	0	7	3	1	C	Thermotogae
5	0	0	1	2	0	1	0	3	2	0	O	Thermotogales
3	0	0	0	0	0	1	0	2	2	0	F	Thermotogaceae
3	0	0	0	0	0	1	0	2	2	0	G	Thermotoga
0	0	0	0	0	0	1	0	0	0	0	G1	unclassified Thermotoga
0	0	0	0	0	0	1	0	0	0	0	S	Thermotoga sp. RQ2
1	0	0	0	0	0	0	0	0	0	0	S	Thermotoga profunda
1	0	0	0	0	0	0	0	0	0	0	S1	Thermotoga profunda AZM34c06
2	0	0	1	2	0	0	0	1	0	0	F	Fervidobacteriaceae
2	0	0	1	2	0	0	0	1	0	0	G	Thermosipho
0	0	0	0	2	0	0	0	1	0	0	S	Thermosipho melanesiensis
2	0	0	0	0	0	0	0	0	0	0	S	Thermosipho ferrireducens
0	0	0	1	0	0	0	0	0	0	0	S	Thermosipho africanus
0	0	0	1	0	0	0	0	0	0	0	S1	Thermosipho africanus TCF52B
0	2	1	0	1	1	0	0	4	0	1	O	Petrotogales
0	2	1	0	1	1	0	0	4	0	1	F	Petrotogaceae
0	0	1	0	1	1	0	0	2	0	0	G	Tepiditoga
0	0	1	0	1	1	0	0	2	0	0	S	Tepiditoga spiralis
0	1	0	0	0	0	0	0	2	0	1	G	Marinitoga
0	1	0	0	0	0	0	0	0	0	1	G1	unclassified Marinitoga
0	1	0	0	0	0	0	0	0	0	1	S	Marinitoga sp. 1137
0	1	0	0	0	0	0	0	0	0	0	G	Defluviitoga
0	1	0	0	0	0	0	0	0	0	0	S	Defluviitoga tunisiensis
1	0	0	0	0	0	0	0	0	1	0	O	Kosmotogales
1	0	0	0	0	0	0	0	0	1	0	F	Kosmotogaceae
1	0	0	0	0	0	0	0	0	1	0	G	Mesotoga
1	0	0	0	0	0	0	0	0	1	0	S	Mesotoga prima
1	0	0	0	0	0	0	0	0	1	0	S1	Mesotoga prima MesG1.Ag.4.2
0	0	1	0	0	0	0	0	0	0	0	O	Mesoaciditogales
0	0	1	0	0	0	0	0	0	0	0	F	Mesoaciditogaceae
0	0	1	0	0	0	0	0	0	0	0	G	Athalassotoga
0	0	1	0	0	0	0	0	0	0	0	S	Athalassotoga saccharophila
3	0	1	0	1	0	0	2	13	2	2	P	Synergistetes
3	0	1	0	1	0	0	2	13	2	2	C	Synergistia
3	0	1	0	1	0	0	2	13	2	2	O	Synergistales
3	0	1	0	1	0	0	2	13	2	2	F	Synergistaceae
1	0	0	0	0	0	0	2	8	1	0	G	Pyramidobacter
1	0	0	0	0	0	0	2	8	1	0	S	Pyramidobacter piscolens
1	0	0	0	0	0	0	0	1	0	1	G	Fretibacterium
1	0	0	0	0	0	0	0	1	0	1	S	Fretibacterium fastidiosum
1	0	0	0	0	0	0	0	1	1	0	G	Cloacibacillus
1	0	0	0	0	0	0	0	1	1	0	S	Cloacibacillus porcorum
0	0	1	0	0	0	0	0	1	0	0	G	Jonquetella
0	0	1	0	0	0	0	0	1	0	0	S	Jonquetella anthropi
0	0	1	0	0	0	0	0	1	0	0	S1	Jonquetella anthropi DSM 22815
0	0	0	0	0	0	0	0	0	0	1	G	Acetomicrobium
0	0	0	0	0	0	0	0	0	0	1	S	Acetomicrobium mobile
0	0	0	0	0	0	0	0	0	0	1	S1	Acetomicrobium mobile DSM 13181
0	0	0	0	0	0	0	0	1	0	0	G	Thermanaerovibrio
0	0	0	0	0	0	0	0	1	0	0	S	Thermanaerovibrio velox
0	0	0	0	0	0	0	0	1	0	0	S1	Thermanaerovibrio velox DSM 12556
0	0	0	0	0	0	0	0	1	0	0	G	Aminomonas
0	0	0	0	0	0	0	0	1	0	0	S	Aminomonas paucivorans
0	0	0	0	0	0	0	0	1	0	0	S1	Aminomonas paucivorans DSM 12260
0	0	0	0	1	0	0	0	0	0	0	G	Aminobacterium
0	0	0	0	1	0	0	0	0	0	0	S	Aminobacterium colombiense
0	0	0	0	1	0	0	0	0	0	0	S1	Aminobacterium colombiense DSM 12261
1	0	1	0	0	0	0	1	4	3	4	P	Acidobacteria
1	0	1	0	0	0	0	0	1	1	2	C	Acidobacteriia
0	0	1	0	0	0	0	0	1	1	1	O	Acidobacteriales
0	0	1	0	0	0	0	0	1	1	1	F	Acidobacteriaceae
0	0	0	0	0	0	0	0	0	1	1	G	Granulicella
0	0	0	0	0	0	0	0	0	0	1	G1	unclassified Granulicella
0	0	0	0	0	0	0	0	0	0	1	S	Granulicella sp. 5B5
0	0	0	0	0	0	0	0	0	1	0	S	Granulicella mallensis
0	0	0	0	0	0	0	0	0	1	0	S1	Granulicella mallensis MP5ACTX8
0	0	0	0	0	0	0	0	1	0	0	G	Edaphobacter
0	0	0	0	0	0	0	0	1	0	0	G1	unclassified Edaphobacter
0	0	0	0	0	0	0	0	1	0	0	S	Edaphobacter sp. 4G125
0	0	1	0	0	0	0	0	0	0	0	G	Acidobacterium
0	0	1	0	0	0	0	0	0	0	0	S	Acidobacterium capsulatum
0	0	1	0	0	0	0	0	0	0	0	S1	Acidobacterium capsulatum ATCC 51196
1	0	0	0	0	0	0	0	0	0	1	O	Bryobacterales
1	0	0	0	0	0	0	0	0	0	1	F	Bryobacteraceae
1	0	0	0	0	0	0	0	0	0	1	G	Paludibaculum
1	0	0	0	0	0	0	0	0	0	1	S	Paludibaculum fermentans
0	0	0	0	0	0	0	1	3	0	0	C	Holophagae
0	0	0	0	0	0	0	1	3	0	0	O	Acanthopleuribacterales
0	0	0	0	0	0	0	1	3	0	0	F	Acanthopleuribacteraceae
0	0	0	0	0	0	0	1	3	0	0	G	Sulfidibacter
0	0	0	0	0	0	0	1	3	0	0	S	Sulfidibacter corallicola
0	0	0	0	0	0	0	0	0	0	2	C	Vicinamibacteria
0	0	0	0	0	0	0	0	0	0	2	O	Vicinamibacterales
0	0	0	0	0	0	0	0	0	0	2	F	Vicinamibacteraceae
0	0	0	0	0	0	0	0	0	0	2	G	Luteitalea
0	0	0	0	0	0	0	0	0	0	2	G1	unclassified Luteitalea
0	0	0	0	0	0	0	0	0	0	2	S	Luteitalea sp. TBR-22
0	1	0	1	2	2	0	0	2	0	0	P	Aquificae
0	1	0	1	2	2	0	0	2	0	0	C	Aquificae
0	0	0	0	2	1	0	0	1	0	0	O	Aquificales
0	0	0	0	0	1	0	0	1	0	0	F	Aquificaceae
0	0	0	0	0	0	0	0	1	0	0	G	Aquifex
0	0	0	0	0	0	0	0	1	0	0	S	Aquifex aeolicus
0	0	0	0	0	0	0	0	1	0	0	S1	Aquifex aeolicus VF5
0	0	0	0	0	1	0	0	0	0	0	G	Hydrogenobaculum
0	0	0	0	0	1	0	0	0	0	0	G1	unclassified Hydrogenobaculum
0	0	0	0	2	0	0	0	0	0	0	F	Hydrogenothermaceae
0	0	0	0	2	0	0	0	0	0	0	G	Sulfurihydrogenibium
0	0	0	0	2	0	0	0	0	0	0	S	Sulfurihydrogenibium azorense
0	0	0	0	2	0	0	0	0	0	0	S1	Sulfurihydrogenibium azorense Az-Fu1
0	1	0	1	0	1	0	0	1	0	0	O	Desulfurobacteriales
0	1	0	1	0	1	0	0	1	0	0	F	Desulfurobacteriaceae
0	1	0	0	0	1	0	0	1	0	0	G	Desulfurobacterium
0	1	0	0	0	1	0	0	1	0	0	S	Desulfurobacterium thermolithotrophum
0	1	0	0	0	1	0	0	1	0	0	S1	Desulfurobacterium thermolithotrophum DSM 11699
0	0	0	1	0	0	0	0	0	0	0	G	Thermovibrio
0	0	0	1	0	0	0	0	0	0	0	S	Thermovibrio ammonificans
0	0	0	1	0	0	0	0	0	0	0	S1	Thermovibrio ammonificans HB-1
0	0	0	1	1	1	0	1	2	1	0	P	Deferribacteres
0	0	0	1	1	1	0	1	2	1	0	C	Deferribacteres
0	0	0	1	1	1	0	1	2	1	0	O	Deferribacterales
0	0	0	1	1	1	0	1	2	1	0	F	Deferribacteraceae
0	0	0	0	0	0	0	1	1	0	0	G	Geovibrio
0	0	0	0	0	0	0	1	1	0	0	S	Geovibrio thiophilus
0	0	0	1	0	0	0	0	0	1	0	G	Denitrovibrio
0	0	0	1	0	0	0	0	0	1	0	S	Denitrovibrio acetiphilus
0	0	0	1	0	0	0	0	0	1	0	S1	Denitrovibrio acetiphilus DSM 12809
0	0	0	0	0	0	0	0	1	0	0	G	Deferribacter
0	0	0	0	0	0	0	0	1	0	0	S	Deferribacter desulfuricans
0	0	0	0	0	0	0	0	1	0	0	S1	Deferribacter desulfuricans SSM1
0	0	0	0	0	1	0	0	0	0	0	G	Calditerrivibrio
0	0	0	0	0	1	0	0	0	0	0	S	Calditerrivibrio nitroreducens
0	0	0	0	0	1	0	0	0	0	0	S1	Calditerrivibrio nitroreducens DSM 19672
0	0	0	0	1	0	0	0	0	0	0	G	Flexistipes
0	0	0	0	1	0	0	0	0	0	0	S	Flexistipes sinusarabici
0	0	0	0	1	0	0	0	0	0	0	S1	Flexistipes sinusarabici DSM 4947
2	0	0	0	1	3	0	1	0	0	0	P	Dictyoglomi
2	0	0	0	1	3	0	1	0	0	0	C	Dictyoglomia
2	0	0	0	1	3	0	1	0	0	0	O	Dictyoglomales
2	0	0	0	1	3	0	1	0	0	0	F	Dictyoglomaceae
2	0	0	0	1	3	0	1	0	0	0	G	Dictyoglomus
1	0	0	0	0	3	0	1	0	0	0	S	Dictyoglomus turgidum
1	0	0	0	0	3	0	1	0	0	0	S1	Dictyoglomus turgidum DSM 6724
1	0	0	0	1	0	0	0	0	0	0	S	Dictyoglomus thermophilum
1	0	0	0	1	0	0	0	0	0	0	S1	Dictyoglomus thermophilum H-6-12
0	0	0	1	0	2	0	0	2	0	0	P	Thermodesulfobacteria
0	0	0	1	0	2	0	0	2	0	0	C	Thermodesulfobacteria
0	0	0	1	0	2	0	0	2	0	0	O	Thermodesulfobacteriales
0	0	0	1	0	2	0	0	2	0	0	F	Thermodesulfobacteriaceae
0	0	0	0	0	1	0	0	2	0	0	G	Thermodesulfobacterium
0	0	0	0	0	0	0	0	2	0	0	G1	unclassified Thermodesulfobacterium
0	0	0	0	0	0	0	0	2	0	0	S	Thermodesulfobacterium sp. TA1
0	0	0	0	0	1	0	0	0	0	0	S	Thermodesulfobacterium commune
0	0	0	0	0	1	0	0	0	0	0	S1	Thermodesulfobacterium commune DSM 2178
0	0	0	1	0	1	0	0	0	0	0	G	Thermodesulfatator
0	0	0	1	0	1	0	0	0	0	0	S	Thermodesulfatator indicus
0	0	0	1	0	1	0	0	0	0	0	S1	Thermodesulfatator indicus DSM 15286
1	0	0	0	0	0	0	0	1	2	0	P	Nitrospirae
0	0	0	0	0	0	0	0	1	2	0	C	Nitrospira
0	0	0	0	0	0	0	0	1	2	0	O	Nitrospirales
0	0	0	0	0	0	0	0	1	2	0	F	Nitrospiraceae
0	0	0	0	0	0	0	0	0	2	0	G	Nitrospira
0	0	0	0	0	0	0	0	0	2	0	S	Candidatus Nitrospira inopinata
0	0	0	0	0	0	0	0	1	0	0	G	Leptospirillum
0	0	0	0	0	0	0	0	1	0	0	G1	Leptospirillum sp. Group II
0	0	0	0	0	0	0	0	1	0	0	S	Leptospirillum sp. Group II 'CF-1'
1	0	0	0	0	0	0	0	0	0	0	C	Thermodesulfovibrionia
1	0	0	0	0	0	0	0	0	0	0	O	Thermodesulfovibrionales
1	0	0	0	0	0	0	0	0	0	0	F	Thermodesulfovibrionaceae
1	0	0	0	0	0	0	0	0	0	0	G	Thermodesulfovibrio
1	0	0	0	0	0	0	0	0	0	0	S	Thermodesulfovibrio yellowstonii
