ERR2270938	ERR2270939	ERR2270940	ERR2270941	ERR2270960	ERR2270961	ERR2270962	ERR2271042	ERR2271043	ERR2271236	ERR2271237	lvl_type	name	taxonomy
1	0	0	0	0	0	0	0	0	1	0	g1	unclassified Novosphingobium	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	0	1	0	s	Novosphingobium sp. EMRT-2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp. EMRT-2
0	0	0	0	0	0	0	0	0	0	1	g	Hankyongella	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Hankyongella
0	0	0	0	0	0	0	0	0	0	1	s	Hankyongella ginsenosidimutans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Hankyongella;s__Hankyongella ginsenosidimutans
2	0	1	1	0	0	0	1	0	4	1	f	Erythrobacteraceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
0	0	0	0	0	0	0	0	0	3	0	g	Croceibacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium
0	0	0	0	0	0	0	0	0	3	0	s	Croceibacterium atlanticum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium;s__Croceibacterium atlanticum
0	0	1	0	0	0	0	1	0	0	0	f1	Erythrobacter/Porphyrobacter group	na;na;na;na;na;na;na
0	0	1	0	0	0	0	1	0	0	0	g	Erythrobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter
0	0	0	0	0	0	0	1	0	0	0	g1	unclassified Erythrobacter	na;na;na;na;na;na;na
0	0	0	0	0	0	0	1	0	0	0	s	Erythrobacter sp. JK5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter sp. JK5
0	0	1	0	0	0	0	0	0	0	0	s	Erythrobacter litoralis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter litoralis
0	0	1	0	0	0	0	0	0	0	0	s1	Erythrobacter litoralis HTCC2594	na;na;na;na;na;na;na
1	0	0	1	0	0	0	0	0	0	0	g	Altererythrobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter
1	0	0	1	0	0	0	0	0	0	0	g1	unclassified Altererythrobacter	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Altererythrobacter sp. B11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter sp. B11
1	0	0	0	0	0	0	0	0	0	0	s	Altererythrobacter sp. BO-6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter sp. BO-6
0	0	0	0	0	0	0	0	0	1	0	g	Pelagerythrobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Pelagerythrobacter
0	0	0	0	0	0	0	0	0	1	0	s	Pelagerythrobacter marensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Pelagerythrobacter;s__Pelagerythrobacter marensis
1	0	0	0	0	0	0	0	0	0	0	g	Croceicoccus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceicoccus
1	0	0	0	0	0	0	0	0	0	0	s	Croceicoccus marinus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceicoccus;s__Croceicoccus marinus
1	0	1	0	0	1	0	0	0	0	0	f	Zymomonadaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae
1	0	1	0	0	1	0	0	0	0	0	g	Zymomonas	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae;g__Zymomonas
1	0	1	0	0	1	0	0	0	0	0	s	Zymomonas mobilis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae;g__Zymomonas;s__Zymomonas mobilis
1	0	1	0	0	0	0	0	0	0	0	s1	Zymomonas mobilis subsp. pomaceae	na;na;na;na;na;na;na
1	0	1	0	0	0	0	0	0	0	0	s2	Zymomonas mobilis subsp. pomaceae ATCC 29192	na;na;na;na;na;na;na
2	0	2	0	2	0	0	0	7	4	2	o	Rickettsiales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales
1	0	1	0	1	0	0	0	4	3	0	f	Anaplasmataceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae
0	0	1	0	0	0	0	0	3	2	0	g	Ehrlichia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia
0	0	1	0	0	0	0	0	3	1	0	g1	canis group	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	3	1	0	s	Ehrlichia ruminantium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia ruminantium
0	0	1	0	0	0	0	0	0	0	0	s	Ehrlichia chaffeensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
0	0	0	0	0	0	0	0	0	1	0	g1	unclassified Ehrlichia	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Ehrlichia sp. HF	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia sp. HF
0	0	0	0	1	0	0	0	1	0	0	f1	Wolbachieae	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	1	0	0	g	Wolbachia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia
0	0	0	0	0	0	0	0	1	0	0	g1	unclassified Wolbachia	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Wolbachia endosymbiont of Dipetalonema caudispina	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia endosymbiont of Dipetalonema caudispina
0	0	0	0	1	0	0	0	0	0	0	s	Wolbachia pipientis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__Wolbachia pipientis
1	0	0	0	0	0	0	0	0	0	0	g	Candidatus Neoehrlichia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Candidatus Neoehrlichia
1	0	0	0	0	0	0	0	0	0	0	s	Candidatus Neoehrlichia mikurensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Candidatus Neoehrlichia;s__Candidatus Neoehrlichia mikurensis
1	0	0	0	0	0	0	0	2	1	2	f	Rickettsiaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae
1	0	0	0	0	0	0	0	2	1	2	f1	Rickettsieae	na;na;na;na;na;na;na
1	0	0	0	0	0	0	0	1	1	2	g	Rickettsia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia
1	0	0	0	0	0	0	0	1	1	1	g1	spotted fever group	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	1	s	Rickettsia rhipicephali	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia rhipicephali
0	0	0	0	0	0	0	0	0	1	0	s	Rickettsia parkeri	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia parkeri
0	0	0	0	0	0	0	0	0	1	0	s1	Rickettsia parkeri str. Portsmouth	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Rickettsia monacensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia monacensis
0	0	0	0	0	0	0	0	1	0	0	g	Candidatus Sneabacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus Sneabacter
0	0	0	0	0	0	0	0	1	0	0	s	Candidatus Sneabacter namystus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus Sneabacter;s__Candidatus Sneabacter namystus
0	0	1	0	0	0	0	0	1	0	0	f	Candidatus Midichloriaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae
0	0	1	0	0	0	0	0	1	0	0	g	Candidatus Fokinia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__Candidatus Fokinia
0	0	1	0	0	0	0	0	1	0	0	s	Candidatus Fokinia solitaria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__Candidatus Fokinia;s__Candidatus Fokinia solitaria
0	0	0	0	1	0	0	0	0	0	0	o1	unclassified Rickettsiales	na;na;na;na;na;na;na
0	0	0	0	1	0	0	0	0	0	0	s	Rickettsiales endosymbiont of Stachyamoeba lipophora	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Candidatus Midichloriaceae;g__Candidatus Fokinia;s__Rickettsiales endosymbiont of Stachyamoeba lipophora
2	0	2	6	0	0	0	0	1	6	1	o	Caulobacterales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales
2	0	2	6	0	0	0	0	1	6	1	f	Caulobacteraceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
1	0	1	3	0	0	0	0	0	3	0	g	Brevundimonas	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas
0	0	1	1	0	0	0	0	0	2	0	g1	unclassified Brevundimonas	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	0	s	Brevundimonas sp. SGAir0440	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. SGAir0440
0	0	0	0	0	0	0	0	0	1	0	s	Brevundimonas sp. MF30-B	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. MF30-B
0	0	0	1	0	0	0	0	0	0	0	s	Brevundimonas sp. PAMC22021	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. PAMC22021
0	0	1	0	0	0	0	0	0	0	0	s	Brevundimonas sp. LM2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. LM2
0	0	0	0	0	0	0	0	0	1	0	s	Brevundimonas mediterranea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas mediterranea
0	0	0	1	0	0	0	0	0	0	0	s	Brevundimonas naejangsanensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas naejangsanensis
0	0	0	1	0	0	0	0	0	0	0	s	Brevundimonas nasdae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae
0	0	1	1	0	0	0	0	1	1	1	g	Caulobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter
0	0	0	0	0	0	0	0	1	1	0	s	Caulobacter segnis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter segnis
0	0	0	1	0	0	0	0	0	0	1	s	Caulobacter flavus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter flavus
0	0	1	0	0	0	0	0	0	0	0	g1	unclassified Caulobacter	na;na;na;na;na;na;na
0	0	1	0	0	0	0	0	0	0	0	s	Caulobacter sp. S6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp. S6
0	0	0	1	0	0	0	0	0	2	0	g	Asticcacaulis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis
0	0	0	0	0	0	0	0	0	2	0	s	Asticcacaulis excentricus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis excentricus
0	0	0	1	0	0	0	0	0	0	0	g1	unclassified Asticcacaulis	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Asticcacaulis sp. AND118	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis sp. AND118
0	0	0	1	0	0	0	0	0	0	0	g	Phenylobacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium
0	0	0	1	0	0	0	0	0	0	0	s	Phenylobacterium zucineum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium zucineum
0	0	0	1	0	0	0	0	0	0	0	s1	Phenylobacterium zucineum HLK1	na;na;na;na;na;na;na
0	0	0	0	0	0	0	1	0	1	2	o	Hyphomonadales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales
0	0	0	0	0	0	0	1	0	1	2	f	Hyphomonadaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae
0	0	0	0	0	0	0	1	0	1	2	g	Hyphomonas	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas
0	0	0	0	0	0	0	0	0	1	2	g1	unclassified Hyphomonas	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	1	2	s	Hyphomonas sp. Mor2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp. Mor2
0	0	0	0	0	0	0	1	0	0	0	s	Hyphomonas neptunium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas neptunium
0	0	0	0	0	0	0	1	0	0	0	s1	Hyphomonas neptunium ATCC 15444	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	2	0	0	o	Holosporales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales
0	0	0	1	0	0	0	0	2	0	0	f	Holosporaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae
0	0	0	0	0	0	0	0	2	0	0	f1	unclassified Holosporaceae	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	2	0	0	s	endosymbiont of Acanthamoeba sp. UWC8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__Hyphomonas;s__endosymbiont of Acanthamoeba sp. UWC8
0	0	0	1	0	0	0	0	0	0	0	g	Candidatus Cytomitobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__Candidatus Cytomitobacter
0	0	0	1	0	0	0	0	0	0	0	s	Candidatus Cytomitobacter primus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__Candidatus Cytomitobacter;s__Candidatus Cytomitobacter primus
0	0	0	0	0	1	0	0	1	0	0	o	Emcibacterales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Emcibacterales
0	0	0	0	0	1	0	0	1	0	0	f	Emcibacteraceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Emcibacterales;f__Emcibacteraceae
0	0	0	0	0	1	0	0	1	0	0	g	Luteithermobacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Emcibacterales;f__Emcibacteraceae;g__Luteithermobacter
0	0	0	0	0	1	0	0	1	0	0	s	Luteithermobacter gelatinilyticus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Emcibacterales;f__Emcibacteraceae;g__Luteithermobacter;s__Luteithermobacter gelatinilyticus
0	0	0	0	0	1	0	0	0	0	1	o	Magnetococcales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales
0	0	0	0	0	1	0	0	0	0	1	f	Magnetococcaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae
0	0	0	0	0	1	0	0	0	0	1	g	Magnetococcus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus
0	0	0	0	0	1	0	0	0	0	1	s	Magnetococcus marinus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__Magnetococcus marinus
0	0	0	0	0	1	0	0	0	0	1	s1	Magnetococcus marinus MC-1	na;na;na;na;na;na;na
0	0	0	0	1	1	0	0	0	0	0	o	Pelagibacterales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales
0	0	0	0	1	1	0	0	0	0	0	f	Pelagibacteraceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
0	0	0	0	1	1	0	0	0	0	0	g	Candidatus Pelagibacter	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Candidatus Pelagibacter
0	0	0	0	1	1	0	0	0	0	0	g1	unclassified Candidatus Pelagibacter	na;na;na;na;na;na;na
0	0	0	0	0	1	0	0	0	0	0	s	Candidatus Pelagibacter sp. RS40	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Candidatus Pelagibacter;s__Candidatus Pelagibacter sp. RS40
0	0	0	0	1	0	0	0	0	0	0	s	Candidatus Pelagibacter sp. FZCC0015	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Candidatus Pelagibacter;s__Candidatus Pelagibacter sp. FZCC0015
1	0	0	0	0	0	0	0	0	0	0	o	Maricaulales	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales
1	0	0	0	0	0	0	0	0	0	0	f	Maricaulaceae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae
1	0	0	0	0	0	0	0	0	0	0	g	Marinicauda	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__Marinicauda
1	0	0	0	0	0	0	0	0	0	0	s	Marinicauda algicola	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__Marinicauda;s__Marinicauda algicola
39	5	17	19	21	36	20	108	40	69	41	p1	delta/epsilon subdivisions	na;na;na;na;na;na;na
16	2	4	15	3	1	3	100	21	29	24	c	Deltaproteobacteria	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
7	0	3	4	1	0	0	95	9	11	14	o	Desulfovibrionales	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales
7	0	1	4	0	0	0	94	9	10	14	f	Desulfovibrionaceae	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae
2	0	0	3	0	0	0	93	2	7	9	g	Desulfovibrio	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio
1	0	0	1	0	0	0	93	0	2	4	s	Desulfovibrio piger	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger
0	0	0	0	0	0	0	0	0	3	1	s	Desulfovibrio desulfuricans	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans
1	0	0	0	0	0	0	0	1	1	0	s	Candidatus Desulfovibrio trichonymphae	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Candidatus Desulfovibrio trichonymphae
0	0	0	0	0	0	0	0	0	1	1	g1	unclassified Desulfovibrio	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	0	0	1	s	Desulfovibrio sp. 86	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp. 86
0	0	0	0	0	0	0	0	0	1	0	s	Desulfovibrio sp. IOR2	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp. IOR2
0	0	0	0	0	0	0	0	1	0	1	s	Desulfovibrio ferrophilus	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio ferrophilus
0	0	0	0	0	0	0	0	0	0	1	s	Desulfovibrio vulgaris	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio vulgaris
0	0	0	1	0	0	0	0	0	0	0	s	Desulfovibrio sulfodismutans	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sulfodismutans
0	0	0	1	0	0	0	0	0	0	0	s1	Desulfovibrio sulfodismutans DSM 3696	na;na;na;na;na;na;na
0	0	0	1	0	0	0	0	0	0	0	s	Desulfovibrio fairfieldensis	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis
0	0	1	1	0	0	0	0	7	0	1	g	Pseudodesulfovibrio	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio
0	0	0	0	0	0	0	0	3	0	0	s	Pseudodesulfovibrio tunisiensis	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio tunisiensis
0	0	1	0	0	0	0	0	1	0	0	g1	unclassified Pseudodesulfovibrio	na;na;na;na;na;na;na
0	0	1	0	0	0	0	0	1	0	0	s	Pseudodesulfovibrio sp. SF6	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio sp. SF6
0	0	0	0	0	0	0	0	0	0	1	s	Pseudodesulfovibrio mercurii	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio mercurii
0	0	0	0	0	0	0	0	1	0	0	s	Pseudodesulfovibrio piezophilus	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio piezophilus
0	0	0	0	0	0	0	0	1	0	0	s1	Pseudodesulfovibrio piezophilus C1TLV30	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Pseudodesulfovibrio aespoeensis	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio aespoeensis
0	0	0	0	0	0	0	0	1	0	0	s1	Pseudodesulfovibrio aespoeensis Aspo-2	na;na;na;na;na;na;na
0	0	0	0	0	0	0	0	1	0	0	s	Pseudodesulfovibrio profundus	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus
0	0	0	1	0	0	0	0	0	0	0	s	Pseudodesulfovibrio cashew	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio cashew
2	0	0	0	0	0	0	1	0	0	0	g	Oceanidesulfovibrio	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Oceanidesulfovibrio
2	0	0	0	0	0	0	1	0	0	0	s	Oceanidesulfovibrio marinus	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Oceanidesulfovibrio;s__Oceanidesulfovibrio marinus
1	0	0	0	0	0	0	0	0	0	1	g	Oleidesulfovibrio	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Oleidesulfovibrio
1	0	0	0	0	0	0	0	0	0	1	s	Oleidesulfovibrio alaskensis	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Oleidesulfovibrio;s__Oleidesulfovibrio alaskensis
1	0	0	0	0	0	0	0	0	0	1	s1	Oleidesulfovibrio alaskensis G20	na;na;na;na;na;na;na
2	0	0	0	0	0	0	0	0	0	0	g	Paradesulfovibrio	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Paradesulfovibrio
