#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0000	31	31	4	4	0	0	1	1	5	5	2	2	0	0	5	5	2	2	3	3	1	1	8	8	S1	1178016	                      Encephalitozoon romaleae SJ-2008
0.3134	238508	0	16568	0	15468	0	20893	0	2877	0	80030	0	66610	0	14533	0	1471	0	3460	0	14191	0	2407	0	D1	2698737	      Sar
0.3126	237838	0	16512	0	15451	0	20826	0	2795	0	79949	0	66565	0	14519	0	1389	0	3399	0	14159	0	2274	0	D2	33630	        Alveolata
0.3125	237811	1	16510	0	15451	0	20822	0	2794	0	79946	0	66554	1	14518	0	1389	0	3399	0	14156	0	2272	0	P	5794	          Apicomplexa
0.3083	234593	4	15961	0	15323	0	20472	1	2611	0	79692	0	66345	3	14248	0	1177	0	3205	0	13834	0	1725	0	C	422676	            Aconoidasida
0.2823	214809	0	13747	0	14843	0	18713	0	132	0	78333	0	62619	0	13280	0	82	0	224	0	12704	0	132	0	O	5863	              Piroplasmida
0.2805	213437	0	13527	0	14767	0	18487	0	73	0	78152	0	62425	0	13233	0	44	0	34	0	12625	0	70	0	F	32594	                Babesiidae
0.2805	213437	0	13527	0	14767	0	18487	0	73	0	78152	0	62425	0	13233	0	44	0	34	0	12625	0	70	0	G	5864	                  Babesia
0.2800	213062	213062	13472	13472	14759	14759	18478	18478	38	38	78094	78094	62349	62349	13212	13212	27	27	8	8	12594	12594	31	31	S	5866	                    Babesia bigemina
0.0003	223	0	43	0	4	0	0	0	13	0	13	0	72	0	18	0	12	0	13	0	15	0	20	0	S	5868	                    Babesia microti
0.0003	223	223	43	43	4	4	0	0	13	13	13	13	72	72	18	18	12	12	13	13	15	15	20	20	S1	1133968	                      Babesia microti strain RI
0.0002	152	0	12	0	4	0	9	0	22	0	45	0	4	0	3	0	5	0	13	0	16	0	19	0	S	5865	                    Babesia bovis
0.0002	152	152	12	12	4	4	9	9	22	22	45	45	4	4	3	3	5	5	13	13	16	16	19	19	S1	484906	                      Babesia bovis T2Bo
0.0018	1372	0	220	0	76	0	226	0	59	0	181	0	194	0	47	0	38	0	190	0	79	0	62	0	F	27994	                Theileriidae
0.0018	1372	0	220	0	76	0	226	0	59	0	181	0	194	0	47	0	38	0	190	0	79	0	62	0	G	5873	                  Theileria
0.0008	585	585	61	61	51	51	153	153	30	30	24	24	83	83	15	15	9	9	115	115	30	30	14	14	S	5874	                    Theileria annulata
0.0005	411	0	61	0	20	0	27	0	12	0	115	0	66	0	22	0	8	0	24	0	28	0	28	0	S	5875	                    Theileria parva
0.0005	411	411	61	61	20	20	27	27	12	12	115	115	66	66	22	22	8	8	24	24	28	28	28	28	S1	333668	                      Theileria parva strain Muguga
0.0003	194	0	44	0	4	0	28	0	7	0	17	0	31	0	1	0	10	0	30	0	9	0	13	0	S	5872	                    Theileria equi
0.0003	194	194	44	44	4	4	28	28	7	7	17	17	31	31	1	1	10	10	30	30	9	9	13	13	S1	1537102	                      Theileria equi strain WA
0.0002	182	0	54	0	1	0	18	0	10	0	25	0	14	0	9	0	11	0	21	0	12	0	7	0	S	68886	                    Theileria orientalis
0.0002	182	182	54	54	1	1	18	18	10	10	25	25	14	14	9	9	11	11	21	21	12	12	7	7	S1	869250	                      Theileria orientalis strain Shintoku
0.0260	19780	0	2214	0	480	0	1758	0	2479	0	1359	0	3723	0	968	0	1095	0	2981	0	1130	0	1593	0	O	5819	              Haemosporida
0.0260	19780	0	2214	0	480	0	1758	0	2479	0	1359	0	3723	0	968	0	1095	0	2981	0	1130	0	1593	0	F	1639119	                Plasmodiidae
0.0260	19780	475	2214	24	480	3	1758	7	2479	9	1359	12	3723	59	968	6	1095	4	2981	316	1130	11	1593	24	G	5820	                  Plasmodium
0.0084	6360	1150	797	123	199	10	764	59	208	31	490	145	1143	243	494	37	544	191	806	192	425	74	490	45	G1	418101	                    Plasmodium (Vinckeia)
0.0020	1506	0	204	0	32	0	320	0	48	0	89	0	195	0	259	0	70	0	131	0	63	0	95	0	S	5860	                      Plasmodium vinckei
0.0020	1506	1506	204	204	32	32	320	320	48	48	89	89	195	195	259	259	70	70	131	131	63	63	95	95	S1	54757	                        Plasmodium vinckei vinckei
0.0017	1322	1322	169	169	25	25	120	120	48	48	132	132	262	262	69	69	42	42	195	195	84	84	176	176	S	5861	                      Plasmodium yoelii
0.0016	1222	0	162	0	36	0	194	0	51	0	59	0	207	0	100	0	73	0	130	0	131	0	79	0	S	5821	                      Plasmodium berghei
0.0016	1222	1222	162	162	36	36	194	194	51	51	59	59	207	207	100	100	73	73	130	130	131	131	79	79	S1	5823	                        Plasmodium berghei ANKA
0.0015	1160	0	139	0	96	0	71	0	30	0	65	0	236	0	29	0	168	0	158	0	73	0	95	0	S	5825	                      Plasmodium chabaudi
0.0015	1160	1160	139	139	96	96	71	71	30	30	65	65	236	236	29	29	168	168	158	158	73	73	95	95	S1	31271	                        Plasmodium chabaudi chabaudi
0.0075	5721	2909	394	110	142	26	389	100	1996	1886	309	97	994	272	120	34	189	31	662	188	252	58	274	107	G1	418107	                    Plasmodium (Laverania)
0.0017	1274	1274	131	131	62	62	132	132	47	47	139	139	326	326	31	31	83	83	168	168	76	76	79	79	S	5854	                      Plasmodium reichenowi
0.0013	960	960	65	65	24	24	134	134	19	19	29	29	302	302	30	30	24	24	255	255	47	47	31	31	S	647221	                      Plasmodium gaboni
0.0008	578	578	88	88	30	30	23	23	44	44	44	44	94	94	25	25	51	51	51	51	71	71	57	57	S	880535	                      Plasmodium sp. gorilla clade G2
0.0058	4428	22	628	1	82	0	438	1	196	1	313	4	866	5	190	1	293	4	657	3	224	0	541	2	G1	418103	                    Plasmodium (Plasmodium)
0.0031	2334	2334	370	370	36	36	302	302	85	85	173	173	485	485	118	118	75	75	393	393	132	132	165	165	S	5858	                      Plasmodium malariae
0.0010	727	727	124	124	21	21	40	40	35	35	72	72	106	106	36	36	32	32	70	70	44	44	147	147	S	5855	                      Plasmodium vivax
0.0009	717	0	79	0	19	0	39	0	36	0	18	0	156	0	21	0	40	0	132	0	35	0	142	0	S	5850	                      Plasmodium knowlesi
0.0009	717	717	79	79	19	19	39	39	36	36	18	18	156	156	21	21	40	40	132	132	35	35	142	142	S1	5851	                        Plasmodium knowlesi strain H
0.0008	628	0	54	0	6	0	56	0	39	0	46	0	114	0	14	0	142	0	59	0	13	0	85	0	S	5827	                      Plasmodium cynomolgi
0.0008	628	628	54	54	6	6	56	56	39	39	46	46	114	114	14	14	142	142	59	59	13	13	85	85	S1	1120755	                        Plasmodium cynomolgi strain B
0.0027	2025	0	289	0	37	0	117	0	45	0	184	0	451	0	107	0	45	0	468	0	107	0	175	0	G1	418104	                    Plasmodium (Haemamoeba)
0.0027	2025	2025	289	289	37	37	117	117	45	45	184	184	451	451	107	107	45	45	468	468	107	107	175	175	S	85471	                      Plasmodium relictum
0.0010	771	771	82	82	17	17	43	43	25	25	51	51	210	210	51	51	20	20	72	72	111	111	89	89	S	208452	                    Plasmodium coatneyi
0.0042	3217	0	549	0	128	0	350	0	183	0	254	0	208	0	270	0	212	0	194	0	322	0	547	0	C	1280412	            Conoidasida
0.0042	3217	0	549	0	128	0	350	0	183	0	254	0	208	0	270	0	212	0	194	0	322	0	547	0	C1	5796	              Coccidia
0.0042	3217	0	549	0	128	0	350	0	183	0	254	0	208	0	270	0	212	0	194	0	322	0	547	0	O	75739	                Eucoccidiorida
0.0042	3217	0	549	0	128	0	350	0	183	0	254	0	208	0	270	0	212	0	194	0	322	0	547	0	O1	423054	                  Eimeriorina
0.0031	2386	2	320	0	100	0	333	0	130	0	230	1	79	0	250	0	193	0	121	0	263	0	367	1	F	5809	                    Sarcocystidae
0.0016	1221	0	174	0	50	0	70	0	40	0	165	0	35	0	135	0	139	0	57	0	136	0	220	0	G	5810	                      Toxoplasma
0.0016	1221	0	174	0	50	0	70	0	40	0	165	0	35	0	135	0	139	0	57	0	136	0	220	0	S	5811	                        Toxoplasma gondii
0.0016	1221	1221	174	174	50	50	70	70	40	40	165	165	35	35	135	135	139	139	57	57	136	136	220	220	S1	508771	                          Toxoplasma gondii ME49
0.0010	774	0	47	0	21	0	227	0	69	0	40	0	27	0	102	0	27	0	41	0	77	0	96	0	G	94642	                      Besnoitia
0.0010	774	774	47	47	21	21	227	227	69	69	40	40	27	27	102	102	27	27	41	41	77	77	96	96	S	94643	                        Besnoitia besnoiti
0.0005	389	0	99	0	29	0	36	0	21	0	24	0	17	0	13	0	27	0	23	0	50	0	50	0	G	29175	                      Neospora
0.0005	389	0	99	0	29	0	36	0	21	0	24	0	17	0	13	0	27	0	23	0	50	0	50	0	S	29176	                        Neospora caninum
0.0005	389	389	99	99	29	29	36	36	21	21	24	24	17	17	13	13	27	27	23	23	50	50	50	50	S1	572307	                          Neospora caninum Liverpool
0.0011	831	0	229	0	28	0	17	0	53	0	24	0	129	0	20	0	19	0	73	0	59	0	180	0	F	35082	                    Cryptosporidiidae
0.0011	831	0	229	0	28	0	17	0	53	0	24	0	129	0	20	0	19	0	73	0	59	0	180	0	G	5806	                      Cryptosporidium
0.0011	831	0	229	0	28	0	17	0	53	0	24	0	129	0	20	0	19	0	73	0	59	0	180	0	S	5807	                        Cryptosporidium parvum
0.0011	831	831	229	229	28	28	17	17	53	53	24	24	129	129	20	20	19	19	73	73	59	59	180	180	S1	353152	                          Cryptosporidium parvum Iowa II
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	P	5878	          Ciliophora
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	P1	431838	            Intramacronucleata
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	C	6020	              Oligohymenophorea
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	O	33825	                Peniculida
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	F	340080	                  Parameciidae
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	G	5884	                    Paramecium
0.0000	27	0	2	0	0	0	4	0	1	0	3	0	11	0	1	0	0	0	0	0	3	0	2	0	S	5888	                      Paramecium tetraurelia
0.0000	27	27	2	2	0	0	4	4	1	1	3	3	11	11	1	1	0	0	0	0	3	3	2	2	S1	412030	                        Paramecium tetraurelia strain d4-2
0.0008	622	0	49	0	15	0	64	0	82	0	74	0	29	0	11	0	82	0	55	0	29	0	132	0	D2	33634	        Stramenopiles
0.0008	622	0	49	0	15	0	64	0	82	0	74	0	29	0	11	0	82	0	55	0	29	0	132	0	D3	2696291	          Ochrophyta
0.0008	622	0	49	0	15	0	64	0	82	0	74	0	29	0	11	0	82	0	55	0	29	0	132	0	P	2836	            Bacillariophyta
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	C	33836	              Coscinodiscophyceae
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	C1	33846	                Thalassiosirophycidae
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	O	33847	                  Thalassiosirales
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	F	29202	                    Thalassiosiraceae
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	G	35127	                      Thalassiosira
0.0005	393	0	37	0	9	0	10	0	35	0	63	0	10	0	4	0	69	0	33	0	18	0	105	0	S	35128	                        Thalassiosira pseudonana
0.0005	393	393	37	37	9	9	10	10	35	35	63	63	10	10	4	4	69	69	33	33	18	18	105	105	S1	296543	                          Thalassiosira pseudonana CCMP1335
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	C	33849	              Bacillariophyceae
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	C1	33850	                Bacillariophycidae
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	O	38748	                  Naviculales
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	F	38749	                    Phaeodactylaceae
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	G	2849	                      Phaeodactylum
0.0003	229	0	12	0	6	0	54	0	47	0	11	0	19	0	7	0	13	0	22	0	11	0	27	0	S	2850	                        Phaeodactylum tricornutum
0.0003	229	229	12	12	6	6	54	54	47	47	11	11	19	19	7	7	13	13	22	22	11	11	27	27	S1	556484	                          Phaeodactylum tricornutum CCAP 1055/1
0.0001	48	0	7	0	2	0	3	0	0	0	7	0	16	0	3	0	0	0	6	0	3	0	1	0	D2	543769	        Rhizaria
0.0001	48	0	7	0	2	0	3	0	0	0	7	0	16	0	3	0	0	0	6	0	3	0	1	0	P	136419	          Cercozoa
0.0001	48	0	7	0	2	0	3	0	0	0	7	0	16	0	3	0	0	0	6	0	3	0	1	0	C	29197	            Chlorarachniophyceae
0.0001	48	0	7	0	2	0	3	0	0	0	7	0	16	0	3	0	0	0	6	0	3	0	1	0	G	227085	              Bigelowiella
0.0001	48	48	7	7	2	2	3	3	0	0	7	7	16	16	3	3	0	0	6	6	3	3	1	1	S	227086	                Bigelowiella natans
0.0033	2495	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	159	0	149	0	D1	554915	      Amoebozoa
0.0033	2495	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	159	0	149	0	P	2605435	        Evosea
0.0033	2495	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	159	0	149	0	C	142796	          Eumycetozoa
0.0033	2495	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	159	0	149	0	C1	33083	            Dictyostelia
0.0033	2494	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	158	0	149	0	O	2058949	              Dictyosteliales
0.0033	2494	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	158	0	149	0	F	2058185	                Dictyosteliaceae
0.0033	2494	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	158	0	149	0	G	5782	                  Dictyostelium
0.0033	2494	0	306	0	83	0	224	0	60	0	376	0	560	0	92	0	216	0	270	0	158	0	149	0	S	44689	                    Dictyostelium discoideum
0.0033	2494	2494	306	306	83	83	224	224	60	60	376	376	560	560	92	92	216	216	270	270	158	158	149	149	S1	352472	                      Dictyostelium discoideum AX4
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	O	2058181	              Acytosteliales
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	F	2058183	                Acytosteliaceae
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	G	2058189	                  Heterostelium
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	S	13642	                    Heterostelium pallidum
0.0030	2311	0	359	0	62	0	186	0	142	0	267	0	135	0	110	0	129	0	305	0	224	0	392	0	D1	2611352	      Discoba
0.0030	2311	0	359	0	62	0	186	0	142	0	267	0	135	0	110	0	129	0	305	0	224	0	392	0	P	33682	        Euglenozoa
0.0030	2311	0	359	0	62	0	186	0	142	0	267	0	135	0	110	0	129	0	305	0	224	0	392	0	C	5653	          Kinetoplastea
0.0030	2311	0	359	0	62	0	186	0	142	0	267	0	135	0	110	0	129	0	305	0	224	0	392	0	C1	2704647	            Metakinetoplastina
0.0030	2311	0	359	0	62	0	186	0	142	0	267	0	135	0	110	0	129	0	305	0	224	0	392	0	O	2704949	              Trypanosomatida
0.0030	2311	5	359	2	62	0	186	0	142	0	267	3	135	0	110	0	129	0	305	0	224	0	392	0	F	5654	                Trypanosomatidae
0.0026	1941	0	322	0	52	0	148	0	128	0	229	0	84	0	60	0	108	0	266	0	211	0	333	0	F1	1286322	                  Leishmaniinae
0.0026	1941	10	322	0	52	0	148	0	128	1	229	1	84	0	60	0	108	1	266	6	211	0	333	1	G	5658	                    Leishmania
0.0018	1347	149	225	16	39	4	107	44	91	19	87	2	49	1	45	1	76	10	238	9	153	5	237	38	G1	38568	                      Leishmania
0.0005	401	0	97	0	4	0	33	0	21	0	31	0	20	0	6	0	16	0	34	0	29	0	110	0	G2	38582	                        Leishmania mexicana species complex
0.0005	401	0	97	0	4	0	33	0	21	0	31	0	20	0	6	0	16	0	34	0	29	0	110	0	S	5665	                          Leishmania mexicana
0.0005	401	401	97	97	4	4	33	33	21	21	31	31	20	20	6	6	16	16	34	34	29	29	110	110	S1	929439	                            Leishmania mexicana MHOM/GT/2001/U1103
0.0005	399	281	89	62	8	5	14	2	25	22	37	31	18	12	35	31	24	15	38	34	76	43	35	24	G2	38574	                        Leishmania donovani species complex
0.0001	86	86	24	24	2	2	10	10	0	0	2	2	2	2	4	4	3	3	2	2	30	30	7	7	S	5661	                          Leishmania donovani
0.0000	32	0	3	0	1	0	2	0	3	0	4	0	4	0	0	0	6	0	2	0	3	0	4	0	S	5671	                          Leishmania infantum
0.0000	32	32	3	3	1	1	2	2	3	3	4	4	4	4	0	0	6	6	2	2	3	3	4	4	S1	435258	                            Leishmania infantum JPCM5
0.0005	398	0	23	0	23	0	16	0	26	0	17	0	10	0	3	0	26	0	157	0	43	0	54	0	G2	38581	                        Leishmania major species complex
0.0005	398	0	23	0	23	0	16	0	26	0	17	0	10	0	3	0	26	0	157	0	43	0	54	0	S	5664	                          Leishmania major
0.0005	398	398	23	23	23	23	16	16	26	26	17	17	10	10	3	3	26	26	157	157	43	43	54	54	S1	347515	                            Leishmania major strain Friedlin
0.0008	584	309	97	57	13	4	41	10	36	14	141	126	35	14	15	5	31	11	22	5	58	18	95	45	G1	37616	                      Viannia
0.0002	163	0	14	0	7	0	29	0	15	0	11	0	14	0	6	0	10	0	10	0	7	0	40	0	G2	38579	                        Leishmania guyanensis species complex
0.0002	163	163	14	14	7	7	29	29	15	15	11	11	14	14	6	6	10	10	10	10	7	7	40	40	S	5679	                          Leishmania panamensis
0.0001	112	0	26	0	2	0	2	0	7	0	4	0	7	0	4	0	10	0	7	0	33	0	10	0	G2	37617	                        Leishmania braziliensis species complex
0.0001	112	0	26	0	2	0	2	0	7	0	4	0	7	0	4	0	10	0	7	0	33	0	10	0	S	5660	                          Leishmania braziliensis
0.0001	112	112	26	26	2	2	2	2	7	7	4	4	7	7	4	4	10	10	7	7	33	33	10	10	S1	420245	                            Leishmania braziliensis MHOM/BR/75/M2904
0.0005	365	0	35	0	10	0	38	0	14	0	35	0	51	0	50	0	21	0	39	0	13	0	59	0	G	5690	                  Trypanosoma
0.0005	365	0	35	0	10	0	38	0	14	0	35	0	51	0	50	0	21	0	39	0	13	0	59	0	G1	39700	                    Trypanozoon
0.0005	365	135	35	14	10	3	38	5	14	8	35	13	51	24	50	6	21	14	39	10	13	4	59	34	S	5691	                      Trypanosoma brucei
0.0002	175	0	18	0	7	0	26	0	5	0	6	0	14	0	43	0	6	0	27	0	7	0	16	0	S1	5702	                        Trypanosoma brucei brucei
0.0002	175	175	18	18	7	7	26	26	5	5	6	6	14	14	43	43	6	6	27	27	7	7	16	16	S2	185431	                          Trypanosoma brucei brucei TREU927
0.0001	55	0	3	0	0	0	7	0	1	0	16	0	13	0	1	0	1	0	2	0	2	0	9	0	S1	31285	                        Trypanosoma brucei gambiense
0.0001	55	55	3	3	0	0	7	7	1	1	16	16	13	13	1	1	1	1	2	2	2	2	9	9	S2	679716	                          Trypanosoma brucei gambiense DAL972
0.0003	202	28	14	2	2	2	3	2	2	1	92	6	48	10	3	3	2	0	16	0	4	0	16	2	C	3027	      Cryptophyceae
0.0002	130	0	3	0	0	0	0	0	0	0	79	0	23	0	0	0	2	0	7	0	4	0	12	0	O	589342	        Pyrenomonadales
0.0002	130	0	3	0	0	0	0	0	0	0	79	0	23	0	0	0	2	0	7	0	4	0	12	0	F	589343	          Geminigeraceae
0.0002	130	0	3	0	0	0	0	0	0	0	79	0	23	0	0	0	2	0	7	0	4	0	12	0	G	55528	            Guillardia
0.0002	130	130	3	3	0	0	0	0	0	0	79	79	23	23	0	0	2	2	7	7	4	4	12	12	S	55529	              Guillardia theta
0.0001	44	0	9	0	0	0	1	0	1	0	7	0	15	0	0	0	0	0	9	0	0	0	2	0	O	589350	        Cryptomonadales
0.0000	30	0	5	0	0	0	1	0	0	0	6	0	14	0	0	0	0	0	4	0	0	0	0	0	F	2896	          Cryptomonadaceae
0.0000	30	0	5	0	0	0	1	0	0	0	6	0	14	0	0	0	0	0	4	0	0	0	0	0	G	3030	            Cryptomonas
0.0000	30	30	5	5	0	0	1	1	0	0	6	6	14	14	0	0	0	0	4	4	0	0	0	0	S	2898	              Cryptomonas paramecium
0.0000	14	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	5	0	0	0	2	0	F	589351	          Hemiselmidaceae
0.0000	14	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	5	0	0	0	2	0	G	77924	            Hemiselmis
0.0000	14	14	4	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	5	5	0	0	2	2	S	464988	              Hemiselmis andersenii
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	D1	2611341	      Metamonada
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	P	207245	        Fornicata
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	O	5738	          Diplomonadida
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	F	5739	            Hexamitidae
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	F1	68459	              Giardiinae
0.0001	65	0	4	0	0	0	3	0	4	0	2	0	2	0	11	0	7	0	8	0	3	0	21	0	G	5740	                Giardia
0.0001	65	65	4	4	0	0	3	3	4	4	2	2	2	2	11	11	7	7	8	8	3	3	21	21	S	5741	                  Giardia intestinalis
0.0420	31993	24	4750	1	1003	0	2884	1	2065	1	2366	0	3459	1	1174	4	1872	1	4600	3	2985	0	4835	12	D	2157	    Archaea
0.0323	24547	20	3562	1	726	0	2196	0	1679	1	1652	1	2349	11	924	0	1465	1	3627	0	2404	1	3963	4	P	28890	      Euryarchaeota
0.0191	14531	4	2109	0	428	0	1020	0	1271	2	848	0	887	0	343	0	1129	0	2180	0	1735	2	2581	0	P1	2290931	        Stenosarchaea group
0.0097	7389	10	1183	0	232	0	643	0	381	5	762	1	764	0	225	0	434	1	872	0	762	0	1131	3	C	224756	          Methanomicrobia
0.0065	4923	0	942	0	172	0	403	0	209	0	498	0	684	0	109	0	168	0	518	0	447	0	773	0	O	94695	            Methanosarcinales
0.0065	4923	24	942	10	172	5	403	0	209	3	498	0	684	0	109	0	168	1	518	0	447	4	773	1	F	2206	              Methanosarcinaceae
0.0040	3014	458	510	93	107	17	336	64	118	25	290	11	458	85	97	5	106	16	291	38	239	17	462	87	G	2207	                Methanosarcina
0.0008	576	234	69	8	18	10	77	3	26	5	163	148	36	6	14	4	22	7	39	5	42	30	70	8	S	2208	                  Methanosarcina barkeri
0.0002	190	190	18	18	2	2	62	62	11	11	7	7	14	14	3	3	8	8	16	16	12	12	37	37	S1	1434109	                    Methanosarcina barkeri str. Wiesmoor
0.0002	127	127	42	42	4	4	12	12	10	10	6	6	6	6	6	6	3	3	13	13	0	0	25	25	S1	1434107	                    Methanosarcina barkeri 3
0.0000	14	14	1	1	1	1	0	0	0	0	2	2	10	10	0	0	0	0	0	0	0	0	0	0	S1	1434106	                    Methanosarcina barkeri 227
0.0000	6	6	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	4	4	0	0	0	0	S1	1434108	                    Methanosarcina barkeri MS
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	0	0	0	0	S1	796385	                    Methanosarcina barkeri CM1
0.0005	373	259	70	58	6	6	66	65	10	9	53	15	43	5	5	5	9	7	58	43	31	25	22	21	S	2209	                  Methanosarcina mazei
0.0001	42	42	2	2	0	0	0	0	0	0	2	2	35	35	0	0	1	1	2	2	0	0	0	0	S1	213585	                    Methanosarcina mazei S-6
0.0000	33	33	1	1	0	0	0	0	0	0	25	25	0	0	0	0	0	0	2	2	4	4	1	1	S1	1434114	                    Methanosarcina mazei LYC
0.0000	18	18	6	6	0	0	1	1	0	0	10	10	0	0	0	0	0	0	0	0	1	1	0	0	S1	1236903	                    Methanosarcina mazei Tuc01
0.0000	11	11	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	6	1	1	0	0	S1	192952	                    Methanosarcina mazei Go1
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	S1	1434113	                    Methanosarcina mazei C16
0.0000	3	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	S1	1434117	                    Methanosarcina mazei WWM610
0.0000	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	1434115	                    Methanosarcina mazei SarPi
0.0004	341	0	64	0	21	0	21	0	11	0	9	0	34	0	12	0	16	0	14	0	38	0	101	0	S	418008	                  Methanosarcina horonobensis
0.0004	341	341	64	64	21	21	21	21	11	11	9	9	34	34	12	12	16	16	14	14	38	38	101	101	S1	1434110	                    Methanosarcina horonobensis HB-1 = JCM 15518
0.0004	298	103	56	33	6	5	19	11	19	5	9	2	59	8	12	1	14	3	39	12	35	11	30	12	G1	2644672	                  unclassified Methanosarcina
0.0001	81	81	11	11	0	0	3	3	8	8	4	4	17	17	2	2	7	7	19	19	1	1	9	9	S	1434100	                    Methanosarcina sp. MTP4
0.0001	46	46	12	12	0	0	1	1	0	0	1	1	22	22	6	6	1	1	1	1	2	2	0	0	S	1434102	                    Methanosarcina sp. WH1
0.0001	42	42	0	0	1	1	4	4	6	6	2	2	11	11	3	3	2	2	1	1	3	3	9	9	S	1434099	                    Methanosarcina sp. Kolksee
0.0000	26	26	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	6	6	18	18	0	0	S	1434103	                    Methanosarcina sp. WWM596
0.0003	209	0	33	0	19	0	14	0	5	0	3	0	91	0	2	0	7	0	5	0	22	0	8	0	S	170861	                  Methanosarcina lacustris
0.0003	209	209	33	33	19	19	14	14	5	5	3	3	91	91	2	2	7	7	5	5	22	22	8	8	S1	1434111	                    Methanosarcina lacustris Z-7289
